feed_id,feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
315,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,CH4",0.97,0.02742579233275477,0.0,4.373526217249709e-05,0.0025304724050727607,0.0,0.0,0.0
316,Random (Dirichlet),dirichlet,5,"CO2,N2,CH4,O2,H2S",0.99,0.0,0.0,0.0030420162877615848,0.0023706024487985308,0.0027437810312518204,0.0,0.0018436002321880742
317,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,H2S",0.97,0.0040237437153387776,0.0,0.013794666724683841,0.0,0.006749039176641547,0.0,0.00543255038333586
318,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,O2,CO",0.98,0.0,0.0027876675006659937,0.011149581650315243,0.0,0.0023302288429148054,0.0037325220061039726,0.0
319,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,O2,CO,H2S",0.95,0.003113002525296512,0.0,0.004609129842009279,0.0,0.01808663450219005,0.008897835373809075,0.015293397756695129
320,Random (Dirichlet),dirichlet,4,"CO2,Ar,CO,H2S",0.95,0.0,0.0007427613505706929,0.0,0.0,0.0,0.02974160503733969,0.01951563361208966
321,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,O2,H2S",0.97,0.0014979995270535341,0.0,0.0,0.003971948876361304,0.003515287248802228,0.0,0.02101476434778296
322,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,CO",0.96,0.012428045172362309,0.02615665916577891,0.0,0.0,0.0,0.0014152956618588121,0.0
323,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,O2,CO,H2S",0.97,0.0,0.012892409887514318,0.007070785101565725,0.0,0.004063797142236957,0.00529987720015263,0.0006731306685303968
324,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,H2S",0.96,0.034737941998415144,0.0,0.004338573477041193,0.0,0.0,0.0,0.0009234845245436931
325,Random (Dirichlet),dirichlet,5,"CO2,N2,CH4,O2,H2S",0.97,0.0,0.0,0.01825793032645969,0.0065609735711836216,0.0017391097589195335,0.0,0.003441986343437181
326,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,O2,H2S",0.95,0.020049024279720662,0.00022742120028339415,0.011773813958551373,0.0,0.013640169370620668,0.0,0.004309571190823946
327,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CO,H2S",0.98,0.002616380919792882,0.0030858245307630906,0.0,0.0,0.0,0.014147263144739299,0.00015053140470474557
328,Random (Dirichlet),dirichlet,5,"CO2,H2,O2,CO,H2S",0.95,0.03652220296871363,0.0,0.0,0.0,0.0032745763630306272,0.0019371867006973385,0.008266033967558453
329,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,H2S",0.99,0.0,0.0007545978815753467,0.0,0.002825558032599632,0.0005404603929707587,0.0,0.005879383692854271
330,Random (Dirichlet),dirichlet,3,"CO2,N2,CO",0.95,0.0,0.0,0.0061623524781042,0.0,0.0,0.04383764752189585,0.0
331,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,CO",0.98,0.009811670177346073,0.0,0.001997176187580705,0.0,0.0044963279666059295,0.0036948256684673085,0.0
332,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,O2",0.98,0.007682729166208382,0.00662926433561947,0.0,0.0,0.005688006498172164,0.0,0.0
333,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.99,0.0,0.0,0.00254902539645207,0.0032851640295668595,0.0023568958873348726,0.0017002124873346383,0.00010870219931156725
334,Random (Dirichlet),dirichlet,3,"CO2,N2,H2S",0.95,0.0,0.0,0.03223519947903493,0.0,0.0,0.0,0.01776480052096512
335,Random (Dirichlet),dirichlet,5,"CO2,N2,CH4,CO,H2S",0.95,0.0,0.0,0.014056572034918348,0.01881778098214219,0.0,0.009800423973989525,0.007325223008949974
336,Random (Dirichlet),dirichlet,7,"CO2,H2,N2,CH4,O2,CO,H2S",0.99,0.00137538465943132,0.0,0.002706516328212246,0.0030028359634454386,0.0012229591566641892,0.0011772247198781696,0.0005150791723686453
337,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,CO",0.97,0.0,0.0,0.0,0.0005020810735732925,0.023312827381131305,0.006185091545295425,0.0
338,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,CO,H2S",0.98,0.0,0.003243011589492235,0.0039405781317773825,0.0,0.0,0.00904883282039945,0.003767577458330953
339,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.98,0.0,0.0,0.0024597914294796444,0.002971075030411986,0.003693760401396993,0.010659335564177776,0.00021603757453362026
340,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,CO",0.98,0.007753441579387723,0.00842719336856386,0.0014028051668760265,0.002284453902142742,0.0,0.0001321059830296679,0.0
341,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,H2S",0.97,0.0,0.0,0.0,0.017859809057164742,0.01152892080008681,0.0,0.0006112701427484795
342,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,CH4",0.96,0.0,0.0216948768537532,0.013867244753332683,0.004437878392914156,0.0,0.0,0.0
343,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,O2",0.96,0.02462898813740378,0.002571973405974225,0.0,0.0,0.012799038456622027,0.0,0.0
344,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,O2,H2S",0.95,0.0,0.006915015227047625,0.009697290013279472,0.02186200087124052,0.006105008915127133,0.0,0.0054206849733053
345,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,H2S",0.97,0.012265938190282972,0.0,0.005761820264755314,0.004137665072492699,0.0,0.0,0.007834576472469042
346,Random (Dirichlet),dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.95,0.009590669650290862,0.0,0.0,0.011546799653785123,0.005962181516809355,0.00032333599523844673,0.02257701318387625
347,Random (Dirichlet),dirichlet,4,"CO2,H2,O2,H2S",0.98,0.009984624526046914,0.0,0.0,0.0,0.009720097643221466,0.0,0.00029527783073163874
348,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.98,0.00438909220614149,0.0005661727996897884,0.0,0.01033257317864268,0.003672127072978995,0.001040034742547068,0.0
349,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,O2,CO,H2S",0.99,0.001214448028094743,0.001246844674995529,0.0006076446506117137,0.0,0.004006521402469031,0.00025139589459718524,0.0026731453492318076
350,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,CH4,CO",0.97,0.0,0.0017412397620669106,0.011336744352627269,0.0034935522632157986,0.0,0.01342846362209005,0.0
351,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,O2,H2S",0.95,0.0,0.005397602871171834,0.014067482933965224,0.021646469917086242,0.00023548200243294837,0.0,0.0086529622753438
352,Random (Dirichlet),dirichlet,3,"CO2,O2,CO",0.99,0.0,0.0,0.0,0.0,0.00461635501483533,0.005383644985164679,0.0
353,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.99,0.0,0.002026778599235654,0.0,0.0,0.007973221400764353,0.0,0.0
354,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,O2,CO,H2S",0.99,0.0003315858101251624,0.0,0.001004888040653337,0.0,0.0003107743784637224,0.00210936738991903,0.006243384380838757
355,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,O2",0.99,0.002584831620227456,0.0,0.0,0.0058844869773429865,0.0015306814024295661,0.0,0.0
356,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,CO,H2S",0.95,0.0,0.004066484439933865,0.0,0.003113977440141508,0.0,0.00935559536222983,0.03346394275769484
357,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,H2S",0.96,0.001481120617698137,0.0,0.0,0.0011849346454400845,0.0,0.0,0.037333944736861815
358,Random (Dirichlet),dirichlet,3,"CO2,H2,CH4",0.96,0.000291625877388218,0.0,0.0,0.03970837412261182,0.0,0.0,0.0
359,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,CO,H2S",0.98,0.0033824925076681688,0.0038873656644417315,0.00021341698580935848,0.006088275788078591,0.0,0.0055786463755121115,0.0008498026784900601
360,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,CO",0.96,0.02753589962614249,0.001110434375662585,0.0,0.0,0.004037260642378241,0.007316405355816709,0.0
361,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,O2,H2S",0.95,0.0,0.004659274614558106,0.0014459249802691856,0.002893512278640344,0.004655037158426732,0.0,0.03634625096810567
362,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,H2S",0.97,0.011724137248786369,0.009317338537552167,0.0,0.0,0.0,0.0,0.008958524213661487
363,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,O2,CO,H2S",0.97,0.0,0.013982862974216272,0.0035787818130545456,0.0,0.007258758079030442,0.0004810545184219018,0.00469854261527687
364,Random (Dirichlet),dirichlet,4,"CO2,H2,CO,H2S",0.95,0.00850466951945067,0.0,0.0,0.0,0.0,0.006201634818986619,0.03529369566156276
365,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,O2",0.98,0.001976249950916291,0.009193164311282613,0.0,0.0,0.008830585737801114,0.0,0.0
366,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,CO",0.99,0.004379908812158036,0.0009847935632455007,0.00039023741049233396,0.0007212590924726589,0.003335956055584264,0.00018784506604721445,0.0
367,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,CO",0.97,0.010658022177130931,0.010443157270499357,0.0,0.0,0.0,0.00889882055236974,0.0
368,Random (Dirichlet),dirichlet,4,"CO2,Ar,CO,H2S",0.95,0.0,0.007301962698491735,0.0,0.0,0.0,0.03404578891259807,0.008652248388910242
369,Random (Dirichlet),dirichlet,7,"CO2,Ar,N2,CH4,O2,CO,H2S",0.98,0.0,0.0028858608630424037,0.0005967464885272307,0.004857148588012385,0.002963601406565849,0.0022732718340094022,0.006423370819842747
370,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,CO",0.95,0.019286713029492593,0.003129448242487109,0.004568418941788138,0.020245900768952288,0.0,0.002769519017279908,0.0
371,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.99,0.0,0.0,0.0024758199751898106,0.0011817313341564973,0.002448214660971167,0.003203798955410137,0.0006904350742723981
372,Random (Dirichlet),dirichlet,5,"CO2,Ar,N2,CH4,O2",0.95,0.0,0.04755345467039522,0.00017859531649732304,0.0005121676309919656,0.001755782382115541,0.0,0.0
373,Random (Dirichlet),dirichlet,3,"CO2,H2,O2",0.95,0.024623154702741692,0.0,0.0,0.0,0.02537684529725835,0.0,0.0
374,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,O2,H2S",0.96,0.0005093067716752742,0.013424379708595684,0.014781846236398713,0.0,0.009251356873447763,0.0,0.0020331104098825978
375,Random (Dirichlet),dirichlet,3,"CO2,H2,N2",0.97,0.014292089412553893,0.0,0.015707910587446135,0.0,0.0,0.0,0.0
376,Random (Dirichlet),dirichlet,3,"CO2,Ar,CO",0.98,0.0,0.012809578360759355,0.0,0.0,0.0,0.007190421639240664,0.0
377,Random (Dirichlet),dirichlet,5,"CO2,Ar,O2,CO,H2S",0.96,0.0,0.005630995164039796,0.0,0.0,0.0049352171951375316,0.012792595131257528,0.016641192509565184
378,Random (Dirichlet),dirichlet,5,"CO2,CH4,O2,CO,H2S",0.97,0.0,0.0,0.0,0.0036155205359864897,0.0004854976896946223,0.021800603109775572,0.004098378664543345
379,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,CO",0.96,0.01853231939429197,0.0,0.0037240492455126307,0.0,0.0,0.017743631360195432,0.0
380,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,CO",0.98,0.0,0.0,0.0,0.002631124880016022,0.007608015489536416,0.009760859630447578,0.0
381,Random (Dirichlet),dirichlet,4,"CO2,Ar,O2,H2S",0.99,0.0,0.0035883513728249676,0.0,0.0,0.002817040853777107,0.0,0.0035946077733979335
382,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.95,0.013586738967098281,0.0057170596608604385,0.0,0.015590915078323529,0.006709023731953371,0.008396262561764426,0.0
383,Random (Dirichlet),dirichlet,4,"CO2,O2,CO,H2S",0.97,0.0,0.0,0.0,0.0,0.004857024440792285,0.00108297293306595,0.024060002626141795
384,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,CO",0.99,0.0029709738660414686,0.0,0.004464311601717895,0.0,0.0015986385366873297,0.0009660759955533156,0.0
385,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,CH4",0.99,0.0029209142683203756,0.0022136481131501268,0.0027101829977018922,0.0021552546208276143,0.0,0.0,0.0
386,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,CO",0.95,0.03122145231217993,0.004264949591283728,0.0,0.00040273358636781916,0.0,0.014110864510168571,0.0
387,Random (Dirichlet),dirichlet,4,"CO2,N2,CH4,O2",0.97,0.0,0.0,0.0086348931194775,0.020439961759588905,0.0009251451209336225,0.0,0.0
388,Random (Dirichlet),dirichlet,5,"CO2,H2,O2,CO,H2S",0.95,0.011763471439445037,0.0,0.0,0.0,0.00107348234160344,0.020360455551519937,0.01680259066743163
389,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,CO",0.97,0.004822432711437069,0.0,0.003662550591201387,0.021127379665567592,0.0,0.00038763703179397823,0.0
390,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,O2,CO,H2S",0.97,0.00028973045858387127,0.0004007466803407696,0.0,0.0,0.01318268830091487,0.015922284302749425,0.00020455025741109324
391,Random (Dirichlet),dirichlet,3,"CO2,N2,CO",0.98,0.0,0.0,0.013225659318122794,0.0,0.0,0.0067743406818772224,0.0
392,Random (Dirichlet),dirichlet,3,"CO2,CH4,H2S",0.95,0.0,0.0,0.0,0.0031464320588792194,0.0,0.0,0.046853567941120826
393,Random (Dirichlet),dirichlet,4,"CO2,O2,CO,H2S",0.97,0.0,0.0,0.0,0.0,0.0030033744665345077,0.003716771671639218,0.0232798538618263
394,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,CO",0.98,0.0,0.0,0.0,0.00951501120691429,0.0011392543745669473,0.00934573441851878,0.0
395,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,O2",0.97,0.012904039167060961,0.0,0.0012663257056568763,0.0,0.015829635127282193,0.0,0.0
396,Random (Dirichlet),dirichlet,4,"CO2,Ar,O2,CO",0.95,0.0,0.032889890572818686,0.0,0.0,0.007157911305294521,0.009952198121886833,0.0
397,Random (Dirichlet),dirichlet,4,"CO2,N2,O2,H2S",0.96,0.0,0.0,0.03586699004414922,0.0,0.001884193225381882,0.0,0.002248816730468933
398,Random (Dirichlet),dirichlet,2,"CO2,Ar",0.96,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0
399,Random (Dirichlet),dirichlet,3,"CO2,Ar,CH4",0.98,0.0,0.017603101493032163,0.0,0.0023968985069678568,0.0,0.0,0.0
400,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.98,0.006506983230848753,0.006166355209874506,0.004480661302347025,6.318354375418497e-05,0.0,0.0,0.0027828167131755508
401,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,H2S",0.98,0.0015483251531418247,0.014933179575393387,0.0,0.0,0.0,0.0,0.003518495271464808
402,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,O2",0.99,0.006574171182576135,0.0,0.0,0.0015533915982153853,0.001872437219208488,0.0,0.0
403,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,O2,H2S",0.99,0.004611339832935691,0.0,0.001615360950391088,0.0,0.0022176889976197153,0.0,0.0015556102190535151
404,Random (Dirichlet),dirichlet,4,"CO2,CH4,O2,H2S",0.99,0.0,0.0,0.0,0.001548796857211061,0.004741602104612647,0.0,0.0037096010381763005
405,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,O2",0.97,0.011948974608949205,0.0037548351559760452,0.0,0.0,0.014296190235074774,0.0,0.0
406,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,O2",0.97,0.00041959301700449737,0.0114655654252637,0.0,0.015248361554400425,0.002866480003331404,0.0,0.0
407,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,H2S",0.97,0.0032031802190956873,0.02105500551801941,0.0,0.0,0.005367074388937232,0.0,0.0003747398739476999
408,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.98,0.0,0.0,0.006450631565950469,0.003675270393806387,0.001254969587853895,0.002999490360008741,0.005619638092380528
409,Random (Dirichlet),dirichlet,8,"CO2,H2,Ar,N2,CH4,O2,CO,H2S",0.96,0.005064586047960478,0.006067323816781142,0.0012187681835459504,0.005730276993065734,0.009137513782098457,0.005869961728905734,0.006911569447642534
410,Random (Dirichlet),dirichlet,3,"CO2,H2,Ar",0.97,0.00990992852225254,0.02009007147774749,0.0,0.0,0.0,0.0,0.0
411,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,CO",0.97,0.005752156180152081,0.02179319275961028,0.0,0.0,0.0,0.0024546510602376642,0.0
412,Random (Dirichlet),dirichlet,6,"CO2,Ar,N2,CH4,CO,H2S",0.98,0.0,0.000317429067732831,0.0034560460973537418,0.002863656034344925,0.0,0.009972178987551069,0.0033906898130174517
413,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,H2S",0.97,0.012421490740462069,0.016994821561066752,0.0,0.0,0.0,0.0,0.000583687698471208
414,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,CO",0.96,0.0009823471214362148,0.027450201457895663,0.0,0.0036759245559800035,0.0,0.007891526864688156,0.0
415,Random (Dirichlet),dirichlet,4,"CO2,H2,O2,H2S",0.97,0.011647821010669508,0.0,0.0,0.0,0.005685614152117302,0.0,0.012666564837213217
416,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,CO",0.95,0.009925072415414845,0.008464360594749596,0.0,0.0,0.000809276261474458,0.03080129072836114,0.0
417,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,CO",0.97,0.0036550330288569943,0.0,0.010994678040244331,0.007021136928329911,0.0,0.00832915200256879,0.0
418,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,CO",0.99,0.0007249199461143532,0.0007371793378907856,0.005674072223068869,0.0014884113755507119,0.0001266375222120467,0.001248779595163242,0.0
419,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,N2",0.99,0.0038277277500363394,0.0008713733782049742,0.005300898871758696,0.0,0.0,0.0,0.0
420,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,CO",0.95,0.032359673046329966,0.006693279485954918,0.0,0.0,0.0,0.010947047467715156,0.0
421,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,CH4",0.95,0.015461727775328333,0.001522163656925874,0.02736761914842746,0.005648489419318377,0.0,0.0,0.0
422,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,CO,H2S",0.99,0.0,0.0010712378049284443,0.0,0.0006661780287503926,0.0,0.0033043609409942,0.004958223225326972
423,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,O2",0.98,0.002541374415902349,0.0,0.0,0.015983627850032888,0.0014749977340647795,0.0,0.0
424,Random (Dirichlet),dirichlet,4,"CO2,H2,Ar,CO",0.96,0.025869528133083533,0.012272934719560483,0.0,0.0,0.0,0.001857537147356017,0.0
425,Random (Dirichlet),dirichlet,7,"CO2,H2,N2,CH4,O2,CO,H2S",0.99,0.0017913790425648606,0.0,0.003273831183384362,0.001268671920250664,0.0030520764386204368,0.0003185515752729081,0.0002954898399067759
426,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,O2,CO,H2S",0.96,0.020159596057917666,0.001087201062807549,0.0,0.0,0.009494754664679495,0.008373494828878896,0.0008849533857164349
427,Random (Dirichlet),dirichlet,3,"CO2,CH4,CO",0.97,0.0,0.0,0.0,0.017584298771847914,0.0,0.012415701228152115,0.0
428,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.97,0.0,0.004529584497297273,0.0,0.012599318245205429,0.01183132101642859,0.0010397762410687367,0.0
429,Random (Dirichlet),dirichlet,4,"CO2,N2,O2,H2S",0.99,0.0,0.0,0.0021119323393975725,0.0,0.004294676060899329,0.0,0.0035933915997031067
430,Random (Dirichlet),dirichlet,4,"CO2,Ar,CH4,H2S",0.99,0.0,0.008181007783422149,0.0,0.0010752035738396256,0.0,0.0,0.0007437886427382363
431,Random (Dirichlet),dirichlet,4,"CO2,O2,CO,H2S",0.99,0.0,0.0,0.0,0.0,3.811312846346062e-05,0.00045386224110973274,0.009508024630426814
432,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,O2,CO",0.99,0.0002936147358391331,0.004369843313024701,0.0,0.0,0.0028241170775716172,0.002512424873564557,0.0
433,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,CH4,O2,H2S",0.98,0.005363593031666881,0.003085433227877408,0.0,0.008331744069951356,0.0013455917901499781,0.0,0.001873637880354393
434,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,CO",0.97,0.0,0.003795586476125949,0.022369422611079954,0.0,0.0,0.0038349909127941236,0.0
435,Random (Dirichlet),dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.97,0.001225555432531144,0.0,0.0,0.012998139914188928,0.010401535524466803,0.00012199100575617476,0.005252778123056977
436,Random (Dirichlet),dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.99,0.0031560006272854354,0.0,0.0,0.003932286742565975,0.0008425389819618913,0.001450020525323113,0.0006191531228635947
437,Random (Dirichlet),dirichlet,4,"CO2,CH4,CO,H2S",0.96,0.0,0.0,0.0,0.001076911690351025,0.0,0.022532237102085576,0.016390851207563433
438,Random (Dirichlet),dirichlet,3,"CO2,Ar,CH4",0.99,0.0,0.0059211714723356465,0.0,0.004078828527664362,0.0,0.0,0.0
439,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.97,0.0,0.0,0.00906842868759415,0.007743353965751829,0.0061908527938613145,0.0067448228839198975,0.0002525416688728415
440,Random (Dirichlet),dirichlet,3,"CO2,H2,Ar",0.98,0.01964813266756915,0.00035186733243086887,0.0,0.0,0.0,0.0,0.0
441,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,N2,CH4",0.98,0.005752497648140874,0.0042070266680651605,0.007759245319440623,0.00228123036435336,0.0,0.0,0.0
442,Random (Dirichlet),dirichlet,4,"CO2,H2,N2,H2S",0.95,0.03415355648715155,0.0,0.0029225157021791296,0.0,0.0,0.0,0.012923927810669367
443,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,O2,CO,H2S",0.99,0.0004631555804842468,0.0,0.004552697766103541,0.0,0.0013084815624168232,0.001782048955442752,0.0018936161355526445
444,Random (Dirichlet),dirichlet,6,"CO2,H2,N2,CH4,O2,CO",0.96,0.012040491777301212,0.0,0.010704078428334382,0.008622141789192801,0.007766554876426934,0.0008667331287447072,0.0
445,Random (Dirichlet),dirichlet,4,"CO2,N2,O2,CO",0.98,0.0,0.0,0.01380988305464243,0.0,0.0016916750027475504,0.004498441942610036,0.0
446,Random (Dirichlet),dirichlet,5,"CO2,H2,CH4,O2,CO",0.99,0.004201714644043799,0.0,0.0,0.0019109872882583326,0.001544780472171043,0.0023425175955268324,0.0
447,Random (Dirichlet),dirichlet,4,"CO2,H2,CH4,H2S",0.95,0.025430933409277184,0.0,0.0,0.022236402632694396,0.0,0.0,0.002332663958028465
448,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,H2S",0.98,0.008096888296751559,0.00011640700684613265,0.003555715849256112,0.0017695051297560692,0.0,0.0,0.0064614837173901435
449,Random (Dirichlet),dirichlet,5,"CO2,H2,Ar,CH4,H2S",0.97,0.004204203559308446,0.011400035032783635,0.0,0.004698511821860467,0.0,0.0,0.009697249586047481
450,Random (Dirichlet),dirichlet,4,"CO2,N2,O2,CO",0.96,0.0,0.0,0.005184197898881232,0.0,0.019819657082816956,0.014996145018301854,0.0
451,Random (Dirichlet),dirichlet,5,"CO2,N2,CH4,O2,CO",0.99,0.0,0.0,0.0017116669650608268,0.0009269285245543751,0.005924382230051096,0.0014370222803337114,0.0
452,Random (Dirichlet),dirichlet,5,"CO2,Ar,O2,CO,H2S",0.99,0.0,0.0008671317205072337,0.0,0.0,0.0025134507549670858,0.0007933303074591045,0.005826087217066584
453,Random (Dirichlet),dirichlet,3,"CO2,Ar,O2",0.96,0.0,0.018437673903715993,0.0,0.0,0.021562326096284046,0.0,0.0
454,Random (Dirichlet),dirichlet,2,"CO2,CO",0.98,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0
455,Random (Dirichlet),dirichlet,4,"CO2,H2,CO,H2S",0.97,0.0013397666784542926,0.0,0.0,0.0,0.0,0.02718874597956751,0.001471487341978221
456,Random (Dirichlet),dirichlet,5,"CO2,N2,CH4,O2,CO",0.97,0.0,0.0,0.0009230562580430753,0.010678503746286863,0.015208854458742562,0.003189585536927528,0.0
457,Random (Dirichlet),dirichlet,3,"CO2,Ar,N2",0.99,0.0,0.0005461796083488719,0.009453820391651137,0.0,0.0,0.0,0.0
458,Random (Dirichlet),dirichlet,4,"CO2,Ar,CH4,O2",0.97,0.0,0.012479296934389936,0.0,0.010106353490083937,0.007414349575526151,0.0,0.0
459,Random (Dirichlet),dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.98,0.0,0.0,0.006982645004867509,0.0016809037065776676,0.0032906403141960646,0.006772231114572496,0.0012735798597862818
460,Random (Dirichlet),dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,CO",0.99,0.0005955668539871009,0.00016648771611283095,0.0035530820344249407,0.0008674868711203251,0.0005278222879967081,0.004289554236358104,0.0
461,Random (Dirichlet),dirichlet,6,"CO2,H2,Ar,N2,CH4,CO",0.95,0.008771955820786248,0.001801868224305421,0.004245639506660267,0.02107809085759824,0.0,0.014102445590649874,0.0
462,Random (Dirichlet),dirichlet,5,"CO2,Ar,CH4,O2,CO",0.99,0.0,0.0038600217170192378,0.0,5.04984074829632e-05,0.0039031592426620226,0.002186320632835786,0.0
463,Random (Dirichlet),dirichlet,3,"CO2,N2,CO",0.98,0.0,0.0,0.00626160531254288,0.0,0.0,0.013738394687457139,0.0
464,Random (Dirichlet),dirichlet,5,"CO2,H2,N2,CH4,H2S",0.95,0.02234920139241139,0.0,0.011695300840008277,0.0002643334766084498,0.0,0.0,0.015691164290971928
465,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,O2",0.97,0.0,0.0047922006677024835,0.002590357409159191,0.0,0.02261744192313835,0.0,0.0
466,Random (Dirichlet),dirichlet,5,"CO2,Ar,O2,CO,H2S",0.99,0.0,0.0005405088857866137,0.0,0.0,0.0035702082437960134,0.0027396570290996094,0.003149625841317772
467,Random (Dirichlet),dirichlet,5,"CO2,N2,O2,CO,H2S",0.97,0.0,0.0,0.006196516044685577,0.0,0.0056789708454990625,0.0049021431450050204,0.013222369964810366
468,Random (Dirichlet),dirichlet,4,"CO2,Ar,N2,H2S",0.99,0.0,0.0060134645351755086,0.0025035275290630475,0.0,0.0,0.0,0.0014830079357614522
469,Random (Dirichlet),dirichlet,4,"CO2,H2,O2,H2S",0.95,0.0482319568075563,0.0,0.0,0.0,0.0012995456536879565,0.0,0.0004684975387557919
